CONTRAT_CLIENT|OFFRE_COMMERCIAL|DESC_SEGMENT_CLIENT|DATE_ACTIVATION|STATUT
CC_58339708|PRE - TT 1500%|Enterprise/SME|12/01/2011 16:48:51|A
CC_54347447|PRE - TT 1500%|Residentiels|06/07/2007|A
CC_51277452|PRE - TT 1500%|Residentiels|05/07/2007|S
CC_51198575|PRE - Double|Residentiels|07/04/2011 11:58:11|A
CC_52738608|PRE - 900 bonus|Residentiels|28/06/2010 16:07:38|A
CC_57888615|PRE - Double Reinstal|Residentiels|18/05/2010 11:27:02|A
CC_50248881|PRE - TT 1500%|Residentiels|20/06/2011 14:05:59|A
CC_51138962|PRE - Trankil TT|Residentiels|25/03/2011 11:31:14|A
CC_51528964|PRE - Double|Residentiels|03/07/2011 19:52:23|A
CC_50758968|PRE - TT 1500%|Residentiels|12/04/2011 11:43:53|A
CC_56709010|PRE - TT 1500%|Residentiels|07/01/2011 20:45:48|A
CC_55779205|PRE - TT 1000%|Residentiels|01/01/2011 10:53:24|A
CC_50547959|PRE - AHLA|Residentiels|25/03/2010 15:33:23|A
CC_59338563|PRE - 900 bonus|Residentiels|08/09/2010 13:04:13|A
CC_53438593|PRE - TT 1000%|Residentiels|05/07/2010 12:57:02|A
CC_52708595|PRE - Trankil TT|Residentiels|24/08/2010 18:49:00|A
CC_53958658|PRE - TT 1500%|Residentiels|24/06/2010 18:06:34|A
CC_53558686|PRE - 1=11|Residentiels|29/06/2010 12:10:47|A
CC_58038693|PRE - Offre Premium|Residentiels|26/07/2010 10:31:18|A
CC_58548742|PRE - TT 1500%|Residentiels|04/11/2010 17:07:25|A
CC_53569006|PRE - TM 35mil/min|Residentiels|17/12/2010 13:49:01|A
CC_58329015|PRE - TT 1500%|Residentiels|12/09/2012 18:34:14|A
CC_57409114|PRE - TT 1500%|Residentiels|10/11/2010 12:45:01|A
CC_59759158|PRE - 900 bonus|Residentiels|21/03/2011 12:57:55|A
CC_52919928|PRE - TT 1000%|Residentiels|04/03/2011 18:58:55|A
CC_58669889|PRE - TT 1500%|Residentiels|12/08/2011 17:19:47|A
CC_59199921|PRE - TT 1500%|Residentiels|22/09/2011 11:17:35|A
CC_52247606|PRE - TT 1000%|Residentiels|05/08/2010 09:26:48|A
CC_55188614|PRE - 900 bonus|Residentiels|03/06/2010 11:41:24|A
CC_52148657|PRE - 1=11|Residentiels|15/06/2010 12:42:50|A
CC_54849189|PRE - Trankil TT|Residentiels|13/12/2010 10:56:47|D
CC_52989867|PRE - 900 bonus|Residentiels|07/06/2011 12:28:27|A
CC_56989900|PRE - TT 1500%|Residentiels|21/08/2011 18:11:01|A
CC_59189972|PRE - 900 bonus|Residentiels|28/06/2011 12:44:29|A
CC_50559976|PRE - Trankil TT|Residentiels|12/04/2011 11:03:32|A
CC_52417476|PRE - Trankil TT|Residentiels|18/05/2010 08:43:23|A
CC_50767505|PRE - 900 bonus|Residentiels|09/02/2010 19:45:12|A
CC_59438655|PRE - Binetna|Residentiels|16/06/2010 13:54:21|A
CC_58479079|PRE - 900 bonus|Residentiels|15/10/2010 12:23:23|A
CC_55929127|PRE - TT 1000%|Residentiels|14/07/2011 10:05:31|A
CC_56759827|PRE - 900 bonus|Residentiels|02/05/2011 13:58:41|A
CC_55049963|PRE - Trankil TT|Residentiels|04/05/2011 15:00:17|A
CC_58368618|PRE - TT 1500%|Residentiels|05/06/2010 16:03:25|A
CC_50509825|PRE - Trankil TT|Residentiels|15/09/2011 10:27:50|A
CC_53359828|PRE - TT 1500%|Residentiels|01/12/2011 09:39:17|A
CC_51547435|PRE - TT 1500%|Residentiels|02/05/2007|A
CC_50307462|PRE - 900 bonus|Residentiels|23/04/2007|A
CC_52307658|PRE - 900 bonus|Residentiels|16/04/2010 14:23:11|A
CC_51927798|PRE - TT 1500%|Residentiels|01/03/2010 16:43:41|A
CC_51837823|PRE - Classe_Regions|Residentiels|24/03/2010 11:39:28|A
CC_52438365|PRE - 900 bonus|Residentiels|26/04/2010 12:00:27|A
CC_57048555|PRE - TT 1500%|Residentiels|22/03/2011 09:36:37|A
CC_50328627|PRE - 900 bonus|Residentiels|09/06/2010 20:25:25|A
CC_52908711|PRE - Double|Residentiels|28/06/2010 12:13:38|A
CC_56088785|PRE - TT 1500%|Residentiels|17/08/2010 10:24:27|A
CC_58908931|PRE - 900 bonus|Residentiels|05/12/2010 18:04:49|A
CC_56208987|PRE - 900 bonus|Residentiels|23/03/2011 13:16:27|A
CC_52159001|PRE - 900 bonus|Residentiels|27/11/2010 12:34:14|A
CC_54829026|PRE - Trankil TT|Residentiels|29/09/2010 07:51:16|A
CC_52459031|PRE - TT 1000%|Residentiels|10/11/2010 10:18:44|A
CC_59259031|PRE - Double|Residentiels|19/11/2010 16:12:51|A
CC_56039070|PRE - TT 1500%|Residentiels|20/04/2011 17:23:54|A
CC_58049165|PRE - TT 1500%|Residentiels|18/12/2010 16:52:48|A
CC_57919223|PRE - Trankil TT|Residentiels|07/04/2011 18:57:48|A
CC_56109275|PRE - Double|Residentiels|30/01/2011 08:36:17|A
CC_55629676|PRE - Trankil TT|Residentiels|04/12/2010 08:57:40|A
CC_55969715|PRE - 1=11|Residentiels|11/05/2011 12:00:57|A
CC_54217433|PRE - 900 bonus|Residentiels|20/04/2007|A
CC_54997877|PRE - TT 1500%|Residentiels|16/02/2010 14:38:00|A
CC_52717897|PRE - 900 bonus|Residentiels|10/02/2010 19:38:39|A
CC_59748415|PRE - Day Pass|Residentiels|15/07/2010 11:12:25|A
CC_58448615|PRE - 900 bonus|Enterprise/SME|25/05/2010 12:24:41|A
CC_58818725|PRE - offre 40|Residentiels|09/07/2010 13:43:18|A
CC_51658772|PRE - TT 1500%|Residentiels|13/08/2010 10:08:16|A
CC_52538773|PRE - TT 1000%|Residentiels|24/08/2010 09:47:11|A
CC_59538778|PRE - Double Reinstal|Residentiels|01/10/2010 11:48:22|A
CC_55008792|PRE - Trankil TT|Residentiels|08/07/2010 09:57:29|A
CC_57608918|PRE - Double|Residentiels|06/05/2011 08:28:17|A
CC_59328928|PRE - Double|Residentiels|03/03/2012 10:44:59|A
CC_52858939|PRE - TT 1500%|Residentiels|14/12/2010 17:28:48|A
CC_51988996|PRE - TT 1500%|Residentiels|15/10/2010 17:36:52|A
CC_58959096|PRE - TT 1500%|Entreprise/Soho|25/08/2010 11:15:14|A
CC_53227438|PRE - TT 1500%|Residentiels|04/05/2007|A
CC_50187447|PRE - Trankil TT|Residentiels|29/01/2007|A
CC_50417536|PRE - TT 1500%|Residentiels|25/03/2010 11:46:30|A
CC_59947623|PRE - TT 1500%|Residentiels|07/02/2010 10:52:42|A
CC_56687932|PRE - TT 1500%|Residentiels|18/02/2010 12:18:15|A
CC_56708188|PRE - New Elissa|Elissa|12/10/2010 11:17:25|A
CC_56568332|PRE - New Elissa|Elissa|14/10/2010 17:46:09|S
CC_57038451|PRE - TT 1500%|Residentiels|30/08/2010 16:28:25|A
CC_58078456|Hayya|Entreprise/Soho|29/07/2010 14:04:27|A
CC_53628651|PRE - TT 1500%|Residentiels|29/06/2010 09:47:01|A
CC_59528695|PRE - Classe_Regions|Residentiels|17/08/2010 12:19:56|S
CC_56008772|PRE - Trankil TT|Residentiels|27/08/2010 10:11:34|A
CC_52348778|PRE - 900 bonus|Residentiels|27/09/2010 10:18:34|A
CC_56158785|PRE - 900 bonus|Residentiels|22/07/2010 20:35:50|A
CC_52088821|PRE - TT 1500%|Enterprise/SME|21/05/2010 18:14:08|A
CC_52268821|PRE - Double|Enterprise/SME|21/05/2010 18:17:58|D
CC_57158864|PRE - TT 1500%|Residentiels|20/09/2010 10:37:17|A
CC_55758917|PRE - TT 1500%|Residentiels|02/07/2011 10:30:39|A
CC_50198998|PRE - TT 1500%|Residentiels|21/10/2011 16:33:22|A
CC_50119027|PRE - 900 bonus|Residentiels|21/09/2011 13:19:45|A
CC_5619109|PRE - New Elissa|Elissa|02/04/2010 15:18:57|A
CC_59868157|PRE - Trankil ELISSA|Elissa|24/08/2010 16:26:10|A
CC_50058171|PRE - Trankil ELISSA|Elissa|16/07/2010 13:05:08|S
CC_59348207|PRE - New Elissa|Elissa|01/10/2010 22:31:12|S
CC_57509334|PRE - Elissa 300%|Elissa|18/12/2010 16:57:00|A
CC_53509372|PRE - New Elissa|Elissa|03/11/2010 13:38:20|A
CC_58959444|PRE - Trankil ELISSA|Elissa|24/12/2010 10:40:15|A
CC_56069493|PRE - Elissa 300%|Elissa|12/02/2011 10:22:10|S
CC_54089623|PRE - Trankil ELISSA|Elissa|19/05/2011 11:28:19|A
CC_58249637|PRE - New Elissa|Elissa|15/06/2011 12:06:30|S
CC_54369882|PRE - 1=11|Residentiels|07/08/2011 09:14:15|A
CC_5058493|PRE - New Elissa|Elissa|29/01/2010 15:00:14|A
CC_52337677|PRE - TT 1500%|Residentiels|11/03/2010 12:21:17|S
CC_52178203|PRE - Trankil ELISSA|Elissa|31/07/2010 12:20:36|A
CC_56859924|PRE - TT 1000%|Residentiels|06/04/2011 16:11:02|A
CC_58997876|PRE - TT 1000%|Residentiels|02/06/2010 10:21:10|S
CC_55698938|PRE - Trankil TT|Residentiels|22/01/2011 10:30:40|A
CC_53457890|PRE - TT 1500%|Residentiels|12/05/2010 16:55:25|A
CC_52588679|PRE - TT 1500%|Residentiels|22/07/2014 08:29:58|A
CC_52208012|PRE - TT 1500%|Residentiels|16/03/2010 09:52:48|A
CC_53209084|PRE - TT 1500%|Residentiels|09/10/2010 18:33:26|A
CC_52379576|PRE - New Elissa|Elissa|12/04/2011 16:17:55|A
CC_56487546|PRE - Oulidha 1000%|Residentiels|19/08/2010 10:51:55|A
CC_50508028|PRE - TT 1500%|Residentiels|10/07/2010 15:08:04|A
CC_52458592|PRE - TT 1000%|Residentiels|16/08/2010 10:34:18|A
CC_56308623|PRE - 900 bonus|Residentiels|03/06/2010 10:15:33|A
CC_50109012|PRE - Double|Residentiels|30/04/2012 10:18:47|A
CC_57189026|PRE - Trankil TT|Residentiels|14/04/2011 08:05:36|A
CC_52689695|PRE - Corporate Optimum Family|Enterprise/KeyAccounts|15/12/2010 11:25:32|A
CC_56689784|PRE - TT 1500%|Residentiels|23/09/2011 11:22:09|A
CC_59468675|PRE - 1=11|Residentiels|18/12/2014 17:59:22|A
CC_56049165|PRE - TT 1500%|Residentiels|23/06/2011 09:24:50|A
CC_5699942|PRE - TT 1500%|Residentiels|27/03/2009|A
CC_51057441|PRE - Double|Residentiels|20/06/2006|A
CC_53928099|PRE - TT 1000%|Entreprise/Soho|08/02/2010 13:21:44|A
CC_52379043|PRE - 900 bonus|Residentiels|24/10/2010 12:42:48|A
CC_54729780|PRE - TT 1500%|Residentiels|23/06/2011 17:53:23|A
CC_57959925|PRE - TT 1500%|Residentiels|06/03/2011 17:37:07|A
CC_54009932|PRE - 900 bonus|Residentiels|07/03/2011 16:26:07|A
CC_59488279|PRE - TT 1500%|Residentiels|15/03/2010 15:06:08|A
CC_52789037|PRE - Trankil TT|Residentiels|02/06/2012 02:08:34|A
CC_59709443|PRE - TT 1500%|Residentiels|11/10/2010 11:55:33|D
CC_53639807|PRE - TT 1500%|Residentiels|26/07/2011 12:37:22|A
CC_55659905|PRE - TT 1000%|Residentiels|28/10/2011 10:08:55|S
CC_54727908|PRE - 900 bonus|Residentiels|18/04/2010 09:23:09|A
CC_55198418|PRE - TT 1500%|Residentiels|18/03/2014 09:31:30|A
CC_51858594|PRE - Trankil TT|Residentiels|07/02/2011 10:32:06|A
CC_53738662|PRE - TT 1000%|Residentiels|01/08/2010 23:24:48|A
CC_52249044|PRE - TT 1500%|Residentiels|08/04/2012 11:03:18|A
CC_58789094|PRE - 900 bonus|Residentiels|07/01/2011 10:52:01|A
CC_58669777|PRE - Double|Residentiels|08/06/2011 12:08:31|A
CC_57829933|PRE - TT 1500%|Residentiels|04/04/2011 14:39:11|S
CC_51779953|PRE - TT 1500%|Residentiels|04/03/2011 11:26:37|A
CC_58518698|PRE - 900 bonus|Residentiels|31/01/2011 13:06:04|A
CC_55127452|PRE - 900 bonus|Residentiels|21/09/2006|A
CC_50017726|PRE - 1=11|Residentiels|25/03/2010 12:54:14|A
CC_57627744|PRE - TT 1500%|Residentiels|05/05/2010 14:22:37|A
CC_52348342|PRE - 900 bonus|Residentiels|05/04/2010 12:55:16|A
CC_50608622|PRE - Trankil TT|Residentiels|09/06/2010 16:33:41|A
CC_57128622|PRE - TT 1500%|Residentiels|26/06/2010 11:15:49|A
CC_53178623|PRE - 900 bonus|Residentiels|14/07/2010 10:47:40|A
CC_52858631|PRE - 1=11|Residentiels|07/06/2010 18:47:07|S
CC_52578667|PRE - 900 bonus|Residentiels|13/08/2010 23:09:23|A
CC_59098669|PRE - TT 1500%|Residentiels|08/08/2010 10:15:45|A
CC_56398706|PRE - offre 40|Residentiels|02/10/2010 11:51:52|A
CC_52918770|PRE - Trankil TT|Residentiels|28/07/2010 10:09:35|A
CC_51068777|PRE - 1=11|Residentiels|13/08/2010 18:13:00|A
CC_58758858|PRE - TT 1500%|Residentiels|03/09/2010 08:29:26|A
CC_52418912|PRE - TT 1000%|Residentiels|07/09/2011 15:27:10|A
CC_57398931|PRE - TT 1500%|Residentiels|31/01/2011 12:12:21|A
CC_56148957|PRE - 900 bonus|Residentiels|06/08/2011 11:30:04|A
CC_54258993|PRE - TT 1500%|Residentiels|06/08/2010 11:24:13|A
CC_55059016|PRE - TT 1500%|Residentiels|02/10/2010 16:42:12|A
CC_55789028|PRE - offre 40|Residentiels|15/10/2010 22:48:44|A
CC_58819706|PRE - TT 1000%|Residentiels|11/01/2011 11:15:30|A
CC_55249848|Corporate Optimum Plus|Enterprise/KeyAccounts|16/06/2011 16:52:37|D
CC_59708574|Corporate Optimum Plus|Enterprise/SME|09/08/2011 09:17:33|D
CC_59868661|Corporate Optimum Plus|B2B2C adherent|09/08/2010 13:54:33|A
CC_57529811|PRE - Corporate Optimum|Enterprise/SME|31/01/2011 13:29:05|A
CC_52218517|PRE - TT 1500%|Residentiels|11/08/2010 18:10:03|A
CC_51828994|PRE - Trankil TT|Enterprise/SME|10/08/2010 18:35:15|A
CC_58778626|PRE - Trankil TT|Residentiels|13/06/2010 08:54:11|A
CC_56928662|PRE - TT 1500%|Residentiels|15/07/2010 20:29:49|A
CC_52599241|PRE - TT 1500%|Residentiels|25/02/2011 15:33:32|A
CC_51989918|PRE - Double|Residentiels|18/08/2011 11:05:23|A
CC_52597657|PRE - 1=11|Entreprise/Soho|25/02/2010 10:08:57|A
CC_59048777|PRE - Corporate Optimum|Entreprise/Soho|13/07/2010 18:05:22|A
CC_52539867|PRE - 900 bonus|Residentiels|20/06/2011 10:28:53|A
CC_56848911|Forfait SELECT|Enterprise/SME|09/11/2010 11:48:27|A
CC_52187793|Corporate Optimum Plus|Enterprise/SME|12/07/2010 13:22:19|A
CC_50689682|Corporate Optimum Plus|Enterprise/KeyAccounts|07/12/2010 19:30:48|A
CC_58709096|Corporate Optimum Plus|Enterprise/KeyAccounts|25/08/2010 16:09:27|A
CC_54097876|Corporate Optimum Plus|Enterprise/KeyAccounts|06/01/2011 09:02:48|A
CC_51077449|Forfait SELECT|Entreprise/Soho|07/03/2008|A
CC_52698599|Corporate Optimum Plus|Enterprise/SME|13/04/2010 14:15:20|A
CC_51329023|Forfait SELECT|Entreprise/Soho|14/09/2010 12:29:45|A
CC_57699041|Corporate Optimum Plus|B2B2C adherent|26/11/2010 16:47:26|A
CC_51439140|Corporate Optimum Plus|Enterprise/KeyAccounts|20/10/2010 11:09:15|A
CC_59397788|Corporate Optimum Plus|Enterprise/SME|29/03/2011 10:33:26|A
CC_54018532|Corporate Optimum Plus|Entreprise/Soho|17/12/2010 19:11:07|A
CC_53978631|Corporate Optimum Plus|Entreprise/Soho|25/06/2010 01:31:01|A
CC_54068648|Corporate Optimum Plus|Entreprise/Soho|14/07/2010 21:06:53|A
CC_57368921|Corporate Optimum Plus|Enterprise/SME|23/12/2011 15:18:12|A
CC_57209098|Corporate Optimum Plus|Entreprise/Soho|02/09/2010 09:08:35|A
CC_50438062|Corporate Optimum Plus|Enterprise/SME|01/06/2010 17:39:13|A
CC_53998348|Corporate Optimum Plus|Enterprise/SME|30/04/2010 16:13:28|A
CC_59557772|PRE - TT 1500%|Residentiels|06/03/2010 12:48:05|A
CC_55227663|Forfait SELECT|Enterprise/SME|31/08/2010 13:28:09|A
CC_54568724|PRE - Trankil TT|Residentiels|27/10/2010 16:01:31|A
CC_52648991|PRE - Trankil TT|Residentiels|13/07/2010 11:19:16|A
CC_52328697|PRE - Trankil TT|Residentiels|29/06/2010 15:30:53|A
CC_54768061|Corporate Optimum Plus|Enterprise/KeyAccounts|10/06/2010 08:03:29|A
CC_56079025|Forfait SELECT|Entreprise/Soho|29/12/2010 10:44:28|A
CC_53938835|PRE - Corporate Optimum|Enterprise/SME|14/06/2010 21:51:24|A
CC_56637912|PRE - Corporate Optimum|Enterprise/SME|29/04/2010 16:49:57|A
CC_55877729|PRE - TT 1500%|Residentiels|01/03/2010 20:08:42|A
CC_53117895|PRE - Double Reinstal|Residentiels|04/08/2010 12:57:25|S
CC_59798384|PRE - TT 1500%|Residentiels|30/04/2010 11:57:03|A
CC_59849785|PRE - TT 1000%|Residentiels|04/07/2011 15:25:14|A
CC_55918964|PRE - TT 1000%|Residentiels|24/02/2011 11:37:47|A
CC_51817431|PRE - TT 1500%|Residentiels|13/04/2007|A
CC_59817450|PRE - 900 bonus|Residentiels|30/04/2007|A
CC_51558698|PRE - Corporate Optimum|Entreprise/Soho|16/06/2010 12:09:10|A
CC_50389240|PRE - Corporate Optimum|Enterprise/KeyAccounts|24/12/2010 16:35:27|A
CC_58528964|PRE - 900 bonus|Residentiels|08/04/2011 12:37:59|A
CC_50779498|PRE - New Elissa|Elissa|19/05/2011 09:27:23|A
CC_55649775|PRE - Trankil TT|Residentiels|02/08/2011 10:06:52|A
CC_50109925|PRE - TT 1000%|Residentiels|27/02/2011 11:56:40|A
CC_57487614|PRE - TT 1500%|Residentiels|15/06/2010 11:44:53|A
CC_53548625|PRE - TT 1000%|Residentiels|30/05/2010 12:23:27|A
CC_56308920|PRE - TT 1500%|Residentiels|05/02/2011 08:30:17|A
CC_59649002|PRE - 900 bonus|Residentiels|01/08/2012 22:13:34|A
CC_55889926|PRE - TT 1500%|Residentiels|25/02/2011 09:56:48|A
CC_53198818|PRE - Corporate Optimum Family|Enterprise/KeyAccounts|12/05/2010 08:13:44|A
CC_53848911|PRE - offre 40|Residentiels|31/12/2010 10:37:00|A
CC_57589731|PRE - Corporate Optimum|Enterprise/SME|01/08/2011 09:44:16|A
CC_53508621|PRE - Corporate Optimum|Enterprise/SME|03/06/2010 15:33:07|A
CC_50689695|Forfaits Mobile TT|Residentiels|14/12/2010 10:32:40|A
CC_56509971|PRE - Corporate Optimum|Entreprise/Soho|24/06/2011 10:34:58|A
CC_51018989|PRE - Corporate Optimum|Enterprise/SME|25/06/2010 02:19:39|A
CC_59359467|PRE - New Elissa|Elissa|31/12/2010 15:59:00|A
CC_53379941|PRE - Double|Residentiels|19/03/2011 15:45:48|A
CC_53048397|PRE - 900 bonus|Residentiels|20/06/2010 10:21:10|A
CC_51059673|PRE - 900 bonus|Residentiels|22/11/2010 12:17:09|A
CC_50529292|PRE - TT 300%|Residentiels|04/02/2011 09:08:27|A
CC_56578043|PRE - TT 1000%|Enterprise/SME|02/11/2010 11:37:17|A
CC_53038805|PRE - Trankil TT|Residentiels|24/11/2010 14:18:52|A
CC_53557439|PRE - 900 bonus|Residentiels|05/05/2007|A
CC_55098558|PRE - TT 1500%|Residentiels|11/11/2010 18:13:15|A
CC_52689433|PRE - New Elissa|Elissa|27/12/2010 16:55:34|A
CC_53569087|Forfait SELECT|Entreprise/Soho|29/11/2010 16:15:43|A
CC_57159020|PRE - TT 1500%|Residentiels|11/11/2010 14:40:02|A
CC_51298056|PRE - TT 2000%|Residentiels|22/04/2010 14:33:16|A
CC_50378571|PRE - TT 1500%|Residentiels|30/09/2010 12:12:44|A
CC_52858658|PRE - TT 1000%|Residentiels|03/07/2010 18:27:29|A
CC_51178662|PRE - Binetna|Residentiels|24/06/2010 11:41:22|A
CC_56088825|PRE - Corporate Optimum Family|Enterprise/SME|07/06/2010 16:15:38|A
CC_54609305|PRE - TT 1000%|Residentiels|28/09/2010 16:21:23|A
CC_54617869|PRE - TT 1500%|Residentiels|15/03/2010 10:53:40|A
CC_52138686|PRE - TT 1500%|Residentiels|15/07/2010 10:37:36|A
CC_52878902|PRE - 1=11|Residentiels|28/12/2010 11:27:32|A
CC_5978853|PRE - New Elissa|Elissa|23/05/2010 13:39:04|A
CC_51209136|PRE - TT 1000%|Residentiels|02/02/2011 11:46:22|A
CC_50849904|PRE - Trankil TT|Residentiels|12/11/2013 12:21:21|A
CC_59229968|PRE - 900 bonus|Residentiels|12/05/2011 18:31:12|S
CC_52138199|PRE - Elissa 300%|Elissa|29/07/2010 17:25:55|A
CC_56778525|PRE - 900 bonus|Residentiels|25/10/2010 15:41:20|A
CC_53599183|PRE - 900 bonus|Residentiels|27/12/2010 11:12:45|A
CC_57437669|PRE - Classe_Regions|Residentiels|17/03/2010 15:16:49|A
CC_55068802|PRE - TT 1000%|Residentiels|29/01/2011 12:17:24|A
CC_59538961|Forfait SELECT|Enterprise/SME|31/03/2011 14:43:57|A
CC_57918115|PRE - Elissa 300%|Elissa|22/09/2010 16:11:16|A
CC_55068876|PRE - TT 1500%|Residentiels|09/11/2010 12:41:46|A
CC_54037793|Corporate Optimum Plus|Enterprise/SME|12/07/2010 13:26:22|A
CC_52027564|Corporate Optimum Plus|Enterprise/SME|16/06/2011 16:44:55|A
CC_58399098|Corporate Optimum Plus|Entreprise/Soho|02/09/2010 09:37:52|A
CC_52649669|Corporate Optimum Plus|Enterprise/KeyAccounts|02/11/2010 12:31:19|A
CC_55359667|Corporate Optimum Plus|Enterprise/SME|22/10/2010 12:37:10|A
CC_50937773|PRE - Corporate Optimum|Entreprise/Soho|23/03/2010 10:55:52|A
CC_57077462|OPTICA|Residentiels|02/08/2006|A
CC_58367896|Corporate Optimum Plus|Enterprise/KeyAccounts|05/01/2011 17:45:00|A
CC_57389098|Corporate Optimum Plus|Entreprise/Soho|09/05/2011 15:24:05|A
CC_59158063|Corporate Optimum Plus|Enterprise/KeyAccounts|06/01/2011 08:47:36|A
CC_55008893|Corporate Optimum Plus|Entreprise/Soho|15/03/2011 11:34:43|A
CC_51887462|Corporate Optimum Plus|Enterprise/SME|31/07/2006|A
CC_50008487|Forfait SELECT|Entreprise/Soho|06/08/2010 11:27:28|A
CC_55378752|Corporate Optimum Plus|Enterprise/KeyAccounts|20/09/2010 15:06:16|A
CC_59119919|Corporate Optimum Plus|Enterprise/KeyAccounts|31/10/2011 10:25:28|A
CC_52868928|Corporate Optimum Plus|Enterprise/KeyAccounts|04/01/2011 15:57:10|A
CC_52287788|Corporate Optimum Plus|Enterprise/KeyAccounts|23/06/2010 16:29:34|A
CC_56217568|Forfait SELECT|Enterprise/SME|22/09/2010 08:34:49|A
CC_53298994|OPTICA|Residentiels|10/08/2010 19:18:58|A
CC_59979116|Corporate Optimum Plus|Entreprise/Soho|30/12/2010 11:10:56|A
CC_5397789|PRE - Elissa 300%|Elissa|22/04/2010 11:10:34|A
CC_55148245|PRE - New Elissa|Elissa|05/10/2010 18:35:26|A
CC_53078726|Corporate Optimum Plus|Enterprise/SME|06/10/2010 09:17:26|A
CC_58028515|PRE - TT 1000%|Residentiels|08/08/2010 18:25:14|A
CC_59649042|PRE - TT 1500%|Residentiels|02/12/2010 17:48:26|A
CC_56629977|PRE - TT 1500%|Residentiels|05/05/2011 09:06:41|A
CC_59417456|PRE - Double Reinstal|Residentiels|17/07/2006|A
CC_55388916|PRE - TT 1000%|Enterprise/KeyAccounts|09/11/2010 11:33:51|A
CC_54198964|PRE - Trankil TT|Residentiels|18/02/2011 09:17:27|A
CC_55998027|PRE - TT 1000%|Residentiels|24/04/2010 08:01:12|A
CC_56689689|PRE - Family Connect|B2B2C amicale|08/12/2010 03:00:47|A
CC_59567824|Corporate Optimum Plus|Enterprise/KeyAccounts|22/02/2010 14:40:55|A
CC_52929833|Corporate Optimum Plus|Entreprise/Soho|14/04/2011 09:03:50|A
CC_54958970|Corporate Optimum Plus|Enterprise/SME|23/06/2011 14:23:27|A
CC_53939848|Corporate Optimum Plus|Enterprise/KeyAccounts|12/08/2011 12:58:19|A
CC_53619643|PRE - New Elissa|Elissa|21/06/2011 09:26:23|A
CC_55917751|PRE - TT 1500%|Residentiels|17/03/2010 10:18:17|A
CC_50268386|PRE - Oulidha 1000%|Residentiels|29/07/2010 18:48:33|A
CC_50188665|PRE - Trankil TT|Residentiels|14/06/2010 18:45:05|A
CC_59708990|PRE - 900 bonus|Residentiels|09/07/2010 13:32:54|A
CC_51619047|PRE - TT 1000%|Residentiels|06/09/2010 14:24:53|A
CC_58709122|PRE - Day Pass|Residentiels|06/08/2013 12:01:47|A
CC_50709238|PRE - Trankil TT|Residentiels|14/04/2011 13:18:02|A
CC_57647524|PRE - Oulidha 1000%|Residentiels|24/04/2010 13:17:36|A
CC_51028819|PRE - TT 1500%|Residentiels|13/05/2010 10:01:16|A
CC_59947710|PRE - TT 1500%|Residentiels|08/04/2010 21:31:28|A
CC_51749996|PRE - Double Reinstal|Residentiels|19/05/2011 13:48:27|A
CC_54267871|PRE - TT 1500%|Residentiels|23/08/2011 10:36:36|S
CC_59208066|PRE - TT 1500%|Residentiels|23/02/2010 18:20:14|A
CC_54268481|PRE - Trankil TT|Residentiels|07/08/2010 16:40:35|A
CC_59999926|PRE - 900 bonus|Residentiels|23/03/2011 16:20:16|A
CC_51627685|PRE - Double|Residentiels|31/01/2010 22:13:07|A
CC_58648569|PRE - offre 40|Residentiels|14/12/2010 15:22:50|A
CC_54938728|PRE - TT 1500%|Residentiels|22/09/2010 19:02:42|A
CC_58729004|PRE - 900 bonus|Residentiels|08/09/2014 09:35:23|A
CC_53949057|PRE - TT 1500%|Residentiels|13/10/2010 18:01:04|A
CC_52118614|Forfait SELECT|Enterprise/SME|29/04/2010 09:02:36|A
CC_55367537|PRE - TT 1500%|Residentiels|15/03/2010 16:58:27|A
CC_55019683|Corporate Optimum Plus|Enterprise/SME|07/12/2010 20:49:39|A
CC_52449331|PRE - New Elissa|Elissa|24/10/2010 15:57:11|A
CC_58247982|PRE - TT 1500%|Residentiels|20/02/2010 13:36:03|A
CC_55178868|PRE - TT 1500%|Residentiels|24/11/2010 10:05:21|S
CC_56719001|PRE - Double|Residentiels|16/02/2011 16:07:33|A
CC_58349007|PRE - Trankil TT|Residentiels|22/03/2011 12:56:32|A
CC_50149036|PRE - 900 bonus|Residentiels|27/11/2010 15:52:55|A
CC_52839974|PRE - 900 bonus|Residentiels|13/07/2011 11:53:55|A
CC_58067460|PRE - TT 1500%|B2B2C adherent|21/07/2007|D
CC_52059700|Forfait SELECT|B2B2C adherent|28/12/2010 20:20:06|D
CC_56277913|PRE - TT 1500%|Residentiels|24/03/2010 13:43:28|A
CC_53127712|PRE - Corporate Optimum|Entreprise/Soho|21/02/2010 13:25:02|A
CC_54068831|PRE - Corporate Optimum|Enterprise/SME|11/06/2010 21:53:33|A
CC_50669142|PRE - TT 1000%|Residentiels|21/12/2010 21:21:33|A
CC_59259154|PRE - TT 1500%|Residentiels|06/04/2011 15:33:21|A
CC_54889253|Corporate Optimum Plus|Entreprise/Soho|02/01/2011 10:05:58|A
CC_58137563|Corporate Optimum Plus|Enterprise/SME|16/06/2011 16:12:10|A
CC_55699099|Corporate Optimum Plus|Entreprise/Soho|05/04/2011 11:52:07|A
CC_51128084|PRE - Corporate Optimum|Entreprise/Soho|01/06/2010 10:15:29|A
